article	aid	url	img	iid	hashvalue	title	text	nImpressions	nRecs	nClicks	imgFile
512007678	121991	https://www.ksta.de/region/oberberg-ks/gummersbacher-amtsgericht-umzug-im-februar---die-justiz-kann-schon-packen-31925640	https://www.ksta.de/image/31925632/2x1/300/150/83d398a31e446191d24c6d71bf98e1ad/SD/71-143045561--null--23-01-2019-17-09-44-907-.jpg	122626		Umzug im Februar – die Justiz kann schon packen	Die Fassade des neuen Gummersbacher Amtsgerichts zwischen Brückenstraße und Steinmüllerallee ist schon gut erkennbar. Denn das Gerüst am Gebäude ist nach Abschluss der Arbeiten an der Außenhaut abgebaut worden. Sie passe gut zu dem benachbarten Steinmülle	8	0	0	3192563283d398a31e446191d24c6d71bf98e1adSD.jpg
512008384	121992	https://www.ksta.de/politik/aufregerthema--hannover-fuehrt-gendergerechte-sprache-ein-31925046	https://www.ksta.de/image/31925044/2x1/300/150/c0a90ad4a1fd315d1804c3236686773b/FT/urn-newsml-dpa-com-20090101-190123-99-688595-large-4-3.jpg	122627		Aufregerthema: Hannover führt gendergerechte Sprache ein	Der Lehrer, der Wähler und auch der Bauleiter haben bei der Stadt Hannover ausgedient - zumindest in E-Mails, Briefen, Formularen oder Drucksachen. Stattdessen soll von Lehrenden, Wählenden oder der Bauleitung die Rede sein.Die niedersächsische Landeshaup	3	0	0	31925044c0a90ad4a1fd315d1804c3236686773bFT.jpg
512008833	121993	https://www.ksta.de/politik/rnd/-maischberger--zur-afd-gauland-vergleicht-hoecke-mit-kohl---runde-ist-fassungslos-31927480	https://www.ksta.de/image/31927472/2x1/300/150/ad4ec86d070b1886cfb5f6aa88ed1c7/SB/maischberger-gauland.jpg	122628		Gauland vergleicht Höcke mit Kohl – Runde ist fassungslos	Um es kurz zu machen: Das war nichts. Zumindest nicht viel. NRW-Innenminister Herbert Reul (CDU) nannte die AfD „irre“. Thüringens Landeschef Björn Höcke wurde nacheinander als „Nazi“ (Linken-Chefin Katja Kipping), „Göbbels-Imitator“ (Schriftsteller Wolfg	13	0	0	31927472ad4ec86d070b1886cfb5f6aa88ed1c7SB.jpg
512009872	121996	https://www.ksta.de/attacke-waehrend-veranstaltung-17-jaehriger-in-klassenraum-mit-schlagstoecken-verpruegelt-31927456	https://www.ksta.de/image/31927556/2x1/300/150/9de436bd9677c522d113d8a9a2f5ddbb/gG/polizei-symbol-240119.jpg	122631		17-Jähriger in Klassenraum mit Schlagstöcken verprügelt	Drei Jugendliche haben während einer Lehrveranstaltung im nordrhein-westfälischen Goch einen 17-Jährigen angegriffen und mit Schlagstöcken verprügelt. Die Täter seien am frühen Mittwochabend in den Klassenraum in einem Schulgebäude gekommen und gezielt au	4	0	0	319275569de436bd9677c522d113d8a9a2f5ddbbgG.jpg
512010150	121997	https://www.ksta.de/sport/fussball/verschollener-fussballer-helfer-halten-sala-fuer-tot---suche-nach-flugzeug-unterbrochen-31927552	https://www.ksta.de/image/31927560/2x1/300/150/218dce1c80acf9ddb247b4dc33723b1/Nb/sala-bild-frankreich.jpg	122632		Helfer halten Sala für tot – Suche nach Flugzeug unterbrochen	Der bei einem Flug über den Ärmelkanal verschollene Fußballer Emiliano Sala kann nach Ansicht der Rettungskräfte nicht mehr lebend geborgen werden. Das erklärte der Luftrettungsdienst Channel Islands Airsearch auf Anfrage der Deutschen Presse-Agentur am M	34	5	0	31927560218dce1c80acf9ddb247b4dc33723b1Nb.jpg
512011113	122001	https://www.ksta.de/region/rhein-sieg-bonn/berggemeinden/beton-ersetzt-wellstahlprofil-bruecke-ueber-den-dreisbach-wird-umfassend-saniert--31925572	https://www.ksta.de/image/31925566/2x1/300/150/b668d5e77ea7d0257e80cf8e172d437d/GU/71-143057856--null--23-01-2019-17-04-16-219-.jpg	122636		Brücke über den Dreisbach wird umfassend saniert	Der Dreisbach füllt die beiden Teiche im Eischeider Tälchen. Sein Wasser durchquert die von Menschenhand geschaffenen Gewässer und fließt schließlich in die Bröl. Im Sommer vorigen Jahres war der Bach nach einem Hochwasser jedoch so reißend, dass seine ge	135	0	0	31925566b668d5e77ea7d0257e80cf8e172d437dGU.jpg
512011130	122002	https://www.ksta.de/region/rhein-berg-oberberg/bergisch-gladbach/buerger-wollen-bebauung-verhindern-spielgeraete-sollen-refrather-park-retten-31925516	https://www.ksta.de/image/31925512/2x1/300/150/f3114dd92534bc14668bd9d60b5c9998/iB/71-143063410--null--23-01-2019-16-56-30-021-.jpg	122637		Spielgeräte sollen Refrather Park retten	Hermann Liebing saß 23 Jahre im Stadtrat von Bensberg und Bergisch Gladbach mit den Schwerpunkten Jugend-und Sozialpolitik sowie Umwelt. Seit seinem Ausscheiden aus der aktiven Ratspolitik 1992 meldet er sich gelegentlich noch als Leserbriefschreiber zu W	139	0	0	31925512f3114dd92534bc14668bd9d60b5c9998iB.jpg
512011180	122003	https://www.ksta.de/region/leverkusen/stadt-leverkusen/stalking-leverkusener-fuer-belaestigung-und-ueberfall-auf-ex-freundin-verurteilt-31926032	https://www.ksta.de/image/30516602/2x1/300/150/180eb6f949b9bcfa6ce1739de9e3eab7/Px/dpa-strafgesetzbuch.jpg	122638		Leverkusener für Belästigung und Überfall auf Ex-Freundin verurteilt	Es ist ein Netz aus Straftaten, persönlichen Differenzen und Vorfällen, welches das Amtsgericht in dem Prozess am Mittwoch entzerren muss: Ein Leverkusener ist angeklagt, in acht Fällen gegen eine einstweilige Verfügung verstoßen zu haben. Außerdem soll e	67	0	0	30516602180eb6f949b9bcfa6ce1739de9e3eab7Px.jpg
512011187	122004	https://www.ksta.de/region/euskirchen-eifel/kall/bahnueberfuehrung-bereitet-sorgen-gemeinde-kall-nimmt-bruecke-genauer-unter-die-lupe-31925782	https://www.ksta.de/image/31925770/2x1/300/150/3e66ce7a2485f324c6fe86e6b5f4d48/zX/71-143062817--null--23-01-2019-17-35-07-108-.jpg	122639		Gemeinde Kall nimmt Brücke genauer unter die Lupe	Die jährliche Sichtprüfung der Brücken im Kaller Gemeindegebiet ist eigentlich Routine (siehe „Brückenprüfung“). In diesem Jahr führte sie jedoch zu Stirnrunzeln im Planungsausschuss. Bürgermeister Hermann-Josef Esser befürchtete gar: „Wenn in Urft was pa	207	0	0	319257703e66ce7a2485f324c6fe86e6b5f4d48zX.jpg
512011238	122005	https://www.ksta.de/region/rhein-erft/bruehl/bruehl-arbeiten-im-fussgaengertunnel-stehen-kurz-vor-dem-abschluss--31925318	https://www.ksta.de/image/31925316/2x1/300/150/ca391b6c9ffecbb014ec13d8093c1757/LK/fussgaengertunnel-bruehl.jpg	122640		Arbeiten im Fußgängertunnel stehen kurz vor dem Abschluss	Die Arbeiten in der Fußgängerunterführung in Brühl-Mitte stehen vor ihrem Abschluss. Am Donnerstag, 31. Januar, will Bürgermeister Dieter Freytag um 17 Uhr die Gleisunterquerung offiziell mit allen interessierten Bürgern eröffnen. Damit wird die vor rund	180	0	0	31925316ca391b6c9ffecbb014ec13d8093c1757LK.jpg
512011263	122006	https://www.ksta.de/koeln/erfolglos-bei-der-parkplatzsuche-31927648	https://www.ksta.de/image/31927646/2x1/300/150/6ec7e7acc90e5699fb4a40a2bd5cebc3/Qc/hallenbad-besucher-finden-hier-oft-keinen-parkplatz-mehr-.jpg	122641		Erfolglos bei der Parkplatzsuche	Es ist die sichtbarste und für viele vielleicht schmerzlichste Einschränkung: Seit der Umbau von Pariser Platz, Liverpooler Platz und Lyoner Passage begann, hat die Stadt den Liverpooler Platz gesperrt und damit auch alle 340 Parkmöglichkeiten dort. Ersat	389	68	0	319276466ec7e7acc90e5699fb4a40a2bd5cebc3Qc.jpg
512011275	122007	https://www.ksta.de/koeln/die-hausfassade-als-riesiges-werbeplakat-31927638	https://www.ksta.de/image/31927634/2x1/300/150/595f0d22e4b8928c491e63f526ceaf7e/hb/ein-grossformatiges-werbeplakat-war-gegenueber-neusser-platz-und-agneskirche-zu-sehen-.jpg	122642		Die Hausfassade als riesiges Werbeplakat	Für Bauherren sind sie ein Nebenverdienst, bei Passanten sorgen sie aber oftmals für Irritationen: Großflächige Werbebanner auf Baugerüsten. Erst vorige Woche hat ein riesiges Plakat für einen Autohersteller am Neusser Platz so manchen Anwohner verblüfft.	10263	137	0	31927634595f0d22e4b8928c491e63f526ceaf7ehb.jpg
512011278	122008	https://www.ksta.de/koeln/kreuzband-operation-dank-spende-31927616	https://www.ksta.de/image/31927614/2x1/300/150/2e5628d13ee5559abec4c59741fe4264/ZG/jonathan-schmitt-und-rachel-bozkurt-ueberreichten-bernd-schinzel--v-l---den-spendenscheck-.jpg	122643		Kreuzband-Operation dank Spende	Mit einem symbolischen Scheck über 1500 Euro überraschten die Mitarbeiter der Dünnwalder Firma „PS Gebäudetechnik“ Jonathan Schmitt und Rachel Bozkurt, den Leiter des Tierheims Dellbrück, Bernd Schinzel. Das Geld stammt aus dem Erlös der firmeneigenen Wei	5	0	0	319276142e5628d13ee5559abec4c59741fe4264ZG.jpg
512011284	122010	https://www.ksta.de/koeln/sechs-parkplaetze-fuer-ein-altenzentrum-31927674	https://www.ksta.de/image/31927670/2x1/300/150/c99590de49c1aef421d711b0b31cd0cf/WH/die-flaeche-hinter-dem-senioren-zentrum-diente-einst-als-parkplatz--jetzt-ist-sie-abgesperrt-.jpg	122645		Sechs Parkplätze für ein Altenzentrum	. Für den an Demenz erkrankten Bruno Kleinjohann sind die regelmäßigen Besuche von Mike Bellon im Deutzer Altenzentrum Sankt Heribert eine willkommene Abwechslung im oft einsamen Alltag. Doch ob Bellon seine ehrenamtliche Arbeit auch weiterhin leisten möc	1943	0	0	31927670c99590de49c1aef421d711b0b31cd0cfWH.jpg
512011287	122011	https://www.ksta.de/koeln/der-erste-vogel-fiel-vor-425-jahren-31927678	https://www.ksta.de/image/31927676/2x1/300/150/a3d393a54161be20e9eddc6ee5774be8/Ux/bruno-odenthal-und-christoph-schmitz--v-r---gratulierten-rolf-udelhoven-.jpg	122646		Der erste Vogel fiel vor 425 Jahren	Rolf Udelhoven war die Freude anzusehen. Das 89-jährige Mitglied des Musik-Corps-Flittard durfte beim Festkommers der St. Sebastianus Schützenbruderschaft die „Schützenmusikerauszeichnung“ in Silber des Bundes der Historischen Deutschen Schützenbruderscha	2	0	0	31927676a3d393a54161be20e9eddc6ee5774be8Ux.jpg
512011302	122012	https://www.ksta.de/koeln/vom-heumarkt-ins-wohnzimmer-31927622	https://www.ksta.de/image/31927618/2x1/300/150/df57f558a987084b64233a590bbd1b91/Hg/die-fuenf-jungs-von-palaver--florian-jaeger--simon-jekosch--sebastian-gross--julien-keller-und-justus-vosen--v-l-n-r---.jpg	122647		Vom Heumarkt ins Wohnzimmer	Nachts, 0.30 Uhr in Köln. Nach etlichen Konzerten steht für Palaver noch ein letzter Überraschungsauftritt an – zum 30. Geburtstag einer Freundin. Allerdings mit unerwarteten Hindernissen. Das Schlagzeug der Band passt nicht durch den Eingang. Doch die Cr	4009	0	0	31927618df57f558a987084b64233a590bbd1b91Hg.jpg
512011307	122013	https://www.ksta.de/koeln/porz/grosse-buehne-fuer-kleine-narren-31927688	https://www.ksta.de/image/31927686/2x1/300/150/7870de69c285a0db8d095b7d6a0a2b74/KY/eindrucksvoll-praesentierte-sich-der-naerrische-tanz-nachwuchs-beim-paenz-dance--jedes-kind-bekam-ein-erinnerungsbild-.jpg	122648		Große Bühne für kleine Narren	Pänz-Dance Ein tolles Treffen haben Porzer Karnevalsbegeisterte vor sechs Jahren aus der Taufe gehoben, um dem oft gehörten Lamento über die mangelnde Beachtung von Kindertanzcorps etwas Sichtbares entgegenzusetzen. Beim „Porzer Pänz-Dance“ haben alle Kin	3	0	0	319276867870de69c285a0db8d095b7d6a0a2b74KY.jpg
512011453	122015	https://www.ksta.de/koeln/porz/im-laufschritt-zum-stadion-31927774	https://www.ksta.de/image/31927768/2x1/300/150/40d635444f85dde8a436a543a0ba05c4/zQ/im-olympiamuseum-war-auch-koelnbegeistert-schirmherr-ingo-froboese--l---neben-rainer-albishausen--mit-fahne---sabine-lattek--3--v-r---von-der-marie---.jpg	122650		Im Laufschritt zum Stadion	Jeden Donnerstag sammelt sich ein stattliches Trüppchen in Funktionskleidung an der Vogelsanger Straße in einer Sackgasse vor der Bahnschranke, um zusammen zu laufen. „Ziel ist zum Beispiel das Stadion. Wir sind eine Gruppe mit Läufern verschiedenster Ges	15	0	0	3192776840d635444f85dde8a436a543a0ba05c4zQ.jpg
512014520	122021	https://www.ksta.de/panorama/deutsche-filmstars-feiern-in-muenchen-31927918	https://www.ksta.de/image/31927916/2x1/300/150/3381b297d1ae314539964a6e0d525465/gD/urn-newsml-dpa-com-20090101-190123-99-691235-large-4-3.jpg	122656		Deutsche Filmstars feiern in München	Zum Ende der Woche wird München wieder zur Drehscheibe des deutschen Films. An diesem Freitag wird der Bayerische Filmpreis verliehen, am Samstag auf dem Deutschen Filmball getanzt - auch wenn 2018 kein erfolgreiches Jahr für die Filmbranche war.„Die Kino	2	0	0	319279163381b297d1ae314539964a6e0d525465gD.jpg
512014881	122023	https://www.ksta.de/panorama/gendergerechte-sprache-hannover-wird-fuer--lehrende--und--waehlende--angefeindet-31927904	https://www.ksta.de/image/31927914/2x1/300/150/7c1ebdabc26cd4671874a4eea81f7a55/ta/hannover-gendergerechte-sprache.jpg	122658		Hannover wird für „Lehrende“ und „Wählende“ angefeindet	Der Lehrer, der Wähler und auch der Bauleiter haben bei der Stadt Hannover ausgedient - zumindest in E-Mails, Briefen, Formularen oder Drucksachen. Stattdessen soll von Lehrenden, Wählenden oder der Bauleitung die Rede sein.Die niedersächsische Landeshaup	38	0	0	319279147c1ebdabc26cd4671874a4eea81f7a55ta.jpg
512017802	122029	https://www.ksta.de/wirtschaft/hotelbranche-klagt-ueber-unechte-buchungen-aus-dem-ausland-31928038	https://www.ksta.de/image/31928034/2x1/300/150/426d896cd1c617ca1632debaa30f44e9/Dl/urn-newsml-dpa-com-20090101-190124-99-698010-large-4-3.jpg	122664		Hotelbranche klagt über unechte Buchungen aus dem Ausland	Hoteliers in Deutschland ärgern sich zunehmend über unechte Buchungen aus dem Ausland.Hotelzimmer würden in wachsender Zahl „\"ins Blaue hinein\" gebucht und wieder storniert, sobald ein Visum erstellt ist”, erläuterte Markus Luthe, Hauptgeschäftsführ	4	0	0	31928034426d896cd1c617ca1632debaa30f44e9Dl.jpg
512018877	122030	https://www.ksta.de/politik/neue-techniken-brueckenbaustellen-auf-nrw-autobahnen-sollen-schneller-fertig-werden-31925616	https://www.ksta.de/image/31925702/2x1/300/150/8a5a1f8f78acdb433f1eb75ae02b3d97/NR/bauarbeiten-auf-einer-autobahn.jpg	122665		Brückenbaustellen auf NRW-Autobahnen sollen schneller fertig werden	Die Herren im Besprechungsraum der Autobahnmeisterei Isselburg am Niederrhein haben an diesem Mittwochmorgen ausnehmend gute Laune. Trotz Schnees, Kälte, Glätte und mehr als 400 Kilometern Staus auf den NRW-Autobahnen. Ausnahmsweise geht es mal nicht um S	17	0	0	319257028a5a1f8f78acdb433f1eb75ae02b3d97NR.jpg
512019017	122032	https://www.ksta.de/wirtschaft/pilotprojekt-amazon-schickt-liefer-roboter--scout--zu-den-kunden-31928208	https://www.ksta.de/image/31928206/2x1/300/150/82f7358a01394874ba71770d23703f93/kw/amazon-roboter-scout.jpg	122667		Amazon schickt Liefer-Roboter „Scout“ zu den Kunden	Amazon testet kleine Lieferroboter, die auf dem Gehweg fahren. In einem ersten Schritt sind sechs Fahrzeuge in der Nähe von Seattle unterwegs, wie Amazon in der Nacht zum Donnerstag bekanntgab. Sie sehen aus wie eine große Kühlbox auf sechs Rädern. Zunäch	2	0	0	3192820682f7358a01394874ba71770d23703f93kw.jpg
512019425	122033	https://www.ksta.de/wirtschaft/stauforscher-lehnt-tempolimit-auf-autobahnen-ab-31928254	https://www.ksta.de/image/31928250/2x1/300/150/92081e90a8e29d9e22e6c5ad98dd964/uJ/urn-newsml-dpa-com-20090101-190124-99-698305-large-4-3.jpg	122668		Stauforscher lehnt Tempolimit auf Autobahnen ab	Der Stauforscher Michael Schreckenberg hat sich gegen Tempolimits auf Autobahnen ausgesprochen. „Ein Tempolimit ist nicht zielführend”, sagte der Verkehrsexperte von der Universität Duisburg-Essen der Deutschen Presse-Agentur.„Ich halte geregelte Geschwin	13	2174	7	3192825092081e90a8e29d9e22e6c5ad98dd964uJ.jpg
512019649	122034	https://www.ksta.de/wirtschaft/sperrgebiet-ausgeweitet-blauzungenseuche-bedroht-tausende-hoefe-in-der-region-31925908	https://www.ksta.de/image/31925982/2x1/300/150/b8784aa4bc50d7284c37a734b91950e7/mS/vor-allem-rinder-sind-gefaehrdet--symbolbild-.jpg	122669		Blauzungenseuche bedroht Tausende Höfe in der Region	Das NRW-Landwirtschaftsministerium hat seine Schutzmaßnahme zur Eindämmung der Blauzungenkrankheit am Mittwoch erweitert. Grund war ein Krankheitsfall im rheinland-pfälzischen Bad Kreuznach. Wie das Ministerium auf Anfrage des „Kölner Stadt-Anzeiger“ mitt	35	0	0	31925982b8784aa4bc50d7284c37a734b91950e7mS.jpg
512022599	122040	https://www.ksta.de/waermeslippies-deluxe--endlich-warme-fuesse-an-eisigen-wintertagen--31848274	https://www.ksta.de/image/31848322/2x1/300/150/1b4f2712d6c74531c0e4c105843a5196/QO/slippies-09.jpg	122675		Endlich warme Füße an eisigen Wintertagen	Eisfüße? Von wegen! Eine Garantie für endlos warme Füße an kalten Tagen versprechen unsere super flauschigen Wärmeslippies.Die Wärmeschuhe in der Einheitsgröße 36 - 40 halten nicht nur warm, sie punkten zusätzlich mit einem angenehmen Lavendelduft für die	2	0	0	318483221b4f2712d6c74531c0e4c105843a5196QO.jpg
512022771	122041	https://www.ksta.de/ratgeber/auto/muessen-maenner-frauenparkplaetze-frei-halten--31928362	https://www.ksta.de/image/31928360/2x1/300/150/94e5d6c7ab576f6354eccc1b51a12f81/jX/urn-newsml-dpa-com-20090101-190124-99-698461-large-4-3.jpg	122676		Müssen Männer Frauenparkplätze frei halten?	Ein voller Parkplatz: Nur noch wenige Stellflächen sind frei, diese aber für Frauen reserviert. Was heißt das für männliche Autofahrer?- These: Männern ist es verboten, ihre Autos auf Frauenparkplätze zu stellen.- Bewertung: Falsch - zumindest im öffentli	6	1225	4	3192836094e5d6c7ab576f6354eccc1b51a12f81jX.jpg
512023023	122043	https://www.ksta.de/panorama/malaysia-mit-neuem-koenig---sultan-abdullah-uebernimmt-31928496	https://www.ksta.de/image/31928494/2x1/300/150/12cb951b75ff1a33359113059242c01e/Ls/urn-newsml-dpa-com-20090101-190124-99-698507-large-4-3.jpg	122678		Malaysia mit neuem König - Sultan Abdullah übernimmt	Malaysia hat einen neuen König - wenn auch nur für fünf Jahre. Zum Herrscher bis ins Jahr 2024 wurde am Donnerstag der Sultan des Bundesstaats Pahang, Tengku Abdullah, gewählt.Der 59-Jährige übernimmt das Amt vom bisherigen König Muhammad V. (49), der Anf	5	204	3	3192849412cb951b75ff1a33359113059242c01eLs.jpg
512023765	122045	https://www.ksta.de/region/rhein-sieg-bonn/lohmar/lohmar-arbeiten-am-bahnsteig-honrath-sollen-am-1--februar-beendet-sein-31926068	https://www.ksta.de/image/31926062/2x1/300/150/783406a304f5c892e0966cceb42eecce/Kq/honrath-fertig.jpg	122680		Arbeiten am Bahnsteig Honrath sollen am 1. Februar beendet sein	Bald ist es geschafft. Nur noch ein paar Mal müssen Peter und Sonia Wolff im Hotel schlafen. Dann sind die nächtlichen Arbeiten am Bahnhof Honrath vorüber. Wegen des unvermeidlichen Lärms hatte die Bahn allen Anwohnern in der Nachbarschaft auf ihre Kosten	95	133	0	31926062783406a304f5c892e0966cceb42eecceKq.jpg
512023856	122046	https://www.ksta.de/region/rhein-berg-oberberg/bus--bahn--naturschutz--finanzen-jahresbilanz-fuer-den-rheinisch-bergischen-kreis-31925734	https://www.ksta.de/image/31925732/2x1/300/150/709e5c1ffd667363c88e902ee66e5f86/FO/bgl-busbahnhof.jpg	122681		Jahresbilanz für den Rheinisch-Bergischen Kreis	Verhältnis Kreis – Kommunen: Zu hohe Ausgaben des Kreises, zu wenig Mitbestimmung der Kommunen – die Kritik von Bürgermeistern, Kämmerern, Stadt- und Gemeinderäten am Kreis war massiv, als Stephan Santelmann Ende 2017 sein Amt als Landrat antrat und als e	11	18	0	31925732709e5c1ffd667363c88e902ee66e5f86FO.jpg
